loan_amount,income,Credit_Score,age
86500,1740.0,818,35-44
206500,9240.0,758,35-44
546500,6780.0,683,25-34
226500,2400.0,524,45-54
176500,3060.0,651,55-64
236500,3900.0,607,55-64
136500,2220.0,757,65-74
486500,5940.0,557,55-64
396500,16440.0,681,55-64
116500,2340.0,552,35-44
316500,10560.0,793,45-54
216500,7260.0,574,45-54
446500,16740.0,853,35-44
246500,6480.0,587,35-44
386500,5340.0,791,35-44
186500,1980.0,502,65-74
76500,4440.0,532,65-74
606500,12900.0,713,35-44
376500,8820.0,644,55-64
486500,5760.0,787,35-44
246500,11880.0,573,45-54
116500,5580.0,650,55-64
586500,7200.0,596,55-64
76500,6060.0,689,45-54
126500,3300.0,753,65-74
336500,6300.0,778,55-64
456500,6300.0,757,45-54
476500,15240.0,661,55-64
326500,10680.0,892,45-54
436500,24900.0,690,45-54
156500,3060.0,848,35-44
356500,10800.0,886,45-54
46500,2760.0,820,35-44
146500,2100.0,826,65-74
246500,,709,65-74
276500,6540.0,540,55-64
136500,,506,55-64
496500,9120.0,612,35-44
276500,9000.0,631,25-34
346500,7260.0,670,35-44
656500,0.0,567,45-54
126500,6900.0,801,45-54
366500,12000.0,806,35-44
206500,2040.0,558,35-44
466500,5880.0,809,45-54
276500,2700.0,684,45-54
266500,4260.0,899,25-34
366500,,900,35-44
156500,4080.0,869,55-64
116500,2760.0,621,65-74
136500,3300.0,549,35-44
216500,3120.0,895,65-74
466500,11280.0,869,45-54
636500,17700.0,889,45-54
206500,2460.0,535,55-64
146500,5760.0,634,55-64
286500,0.0,852,65-74
386500,5760.0,797,25-34
106500,3000.0,891,55-64
306500,4920.0,886,35-44
366500,6720.0,613,35-44
246500,2640.0,789,25-34
186500,3360.0,615,65-74
546500,27840.0,898,35-44
366500,4500.0,758,25-34
236500,4080.0,611,35-44
206500,2340.0,850,55-64
436500,5520.0,768,45-54
236500,1560.0,795,<25
176500,3840.0,750,45-54
416500,,819,
216500,12300.0,505,25-34
206500,,878,55-64
726500,13560.0,607,35-44
206500,3540.0,620,65-74
246500,3840.0,847,55-64
366500,,837,25-34
356500,3120.0,715,45-54
176500,6180.0,584,55-64
566500,7920.0,607,45-54
206500,1980.0,711,55-64
226500,3600.0,807,65-74
236500,3180.0,895,25-34
366500,6060.0,583,25-34
356500,4380.0,546,45-54
226500,3480.0,899,25-34
516500,8940.0,869,35-44
316500,6720.0,633,35-44
126500,6480.0,637,35-44
506500,5760.0,601,35-44
206500,10800.0,586,55-64
366500,5640.0,542,35-44
166500,4680.0,562,45-54
556500,8760.0,553,25-34
116500,12540.0,777,35-44
536500,6600.0,834,55-64
416500,9180.0,647,25-34
386500,,893,35-44
266500,2940.0,772,45-54
586500,5760.0,591,25-34
556500,12840.0,737,55-64
546500,5880.0,852,45-54
266500,7800.0,823,<25
376500,0.0,863,45-54
616500,19980.0,789,45-54
596500,12180.0,573,55-64
226500,5640.0,555,35-44
256500,4200.0,640,45-54
166500,5820.0,775,55-64
216500,4680.0,528,35-44
76500,2520.0,590,45-54
136500,2220.0,814,65-74
206500,3720.0,785,35-44
106500,6840.0,662,45-54
366500,10680.0,812,45-54
486500,11340.0,592,45-54
306500,12540.0,644,45-54
316500,3660.0,842,45-54
226500,5340.0,516,25-34
126500,3240.0,849,55-64
106500,3060.0,738,65-74
156500,3180.0,803,65-74
206500,9000.0,581,45-54
456500,69360.0,800,55-64
176500,6180.0,745,65-74
156500,1920.0,644,55-64
266500,3840.0,523,45-54
166500,5760.0,646,55-64
166500,5040.0,784,65-74
706500,9900.0,569,35-44
346500,3960.0,567,65-74
336500,3420.0,628,45-54
146500,1920.0,859,55-64
386500,8640.0,782,55-64
476500,8040.0,571,45-54
226500,5280.0,532,55-64
186500,3840.0,544,65-74
216500,4560.0,826,45-54
736500,16080.0,510,35-44
286500,6660.0,855,55-64
256500,14640.0,721,65-74
406500,16740.0,676,55-64
646500,17400.0,661,45-54
796500,13080.0,554,45-54
356500,6060.0,645,35-44
246500,4920.0,640,35-44
186500,2760.0,534,55-64
86500,1860.0,797,>74
536500,7500.0,708,35-44
206500,3420.0,654,45-54
126500,2520.0,719,65-74
246500,5040.0,880,45-54
586500,16500.0,670,35-44
316500,4800.0,871,65-74
576500,5520.0,605,45-54
356500,,655,65-74
96500,4560.0,680,45-54
376500,6480.0,829,25-34
466500,5820.0,835,45-54
346500,,765,45-54
346500,0.0,750,55-64
466500,8640.0,615,35-44
136500,1320.0,675,55-64
176500,3180.0,647,55-64
306500,3840.0,780,35-44
266500,,639,25-34
246500,6360.0,633,45-54
406500,11940.0,616,45-54
426500,6900.0,734,35-44
566500,10860.0,501,25-34
376500,8880.0,592,45-54
486500,5940.0,659,55-64
496500,17220.0,592,35-44
56500,5400.0,790,55-64
356500,6780.0,671,65-74
366500,8340.0,853,55-64
256500,5760.0,547,35-44
336500,6420.0,834,45-54
136500,3360.0,786,25-34
336500,,650,55-64
66500,4380.0,683,55-64
636500,29880.0,629,55-64
146500,1860.0,504,25-34
236500,,553,55-64
106500,1260.0,655,65-74
126500,,708,25-34
486500,10620.0,640,25-34
356500,9000.0,750,35-44
586500,6300.0,601,35-44
126500,5640.0,648,55-64
276500,8280.0,797,25-34
276500,3840.0,808,65-74
256500,3300.0,730,55-64
106500,1320.0,779,45-54
156500,2100.0,824,55-64
446500,18000.0,631,55-64
296500,3600.0,701,25-34
276500,3720.0,722,45-54
96500,3180.0,766,55-64
136500,7800.0,589,35-44
296500,4260.0,647,45-54
586500,0.0,727,35-44
436500,6600.0,636,45-54
216500,,546,25-34
326500,16560.0,600,45-54
186500,4500.0,782,35-44
286500,9480.0,726,35-44
336500,4380.0,551,65-74
546500,,676,>74
206500,4380.0,620,45-54
596500,0.0,560,25-34
196500,2640.0,619,35-44
136500,1800.0,811,45-54
196500,3300.0,783,25-34
366500,8520.0,510,25-34
256500,3720.0,659,35-44
466500,6120.0,580,55-64
376500,3960.0,734,35-44
66500,1860.0,517,35-44
226500,10200.0,895,65-74
226500,,581,65-74
186500,2880.0,567,65-74
426500,5820.0,835,35-44
516500,5820.0,898,25-34
246500,6480.0,670,45-54
546500,10740.0,593,45-54
386500,8280.0,581,25-34
246500,,816,55-64
196500,2940.0,838,45-54
186500,2880.0,886,<25
146500,4200.0,795,45-54
276500,4860.0,809,55-64
556500,0.0,570,35-44
296500,,739,45-54
486500,8940.0,801,55-64
216500,4200.0,511,45-54
156500,2160.0,855,65-74
196500,2700.0,682,25-34
236500,13980.0,632,55-64
456500,6900.0,861,>74
76500,2220.0,582,35-44
76500,5340.0,840,35-44
526500,0.0,691,35-44
516500,6000.0,853,55-64
286500,7200.0,583,25-34
236500,,859,
486500,6240.0,705,45-54
296500,8880.0,549,35-44
236500,4320.0,696,45-54
146500,3840.0,578,45-54
126500,1620.0,766,>74
186500,2220.0,867,35-44
456500,13200.0,669,35-44
256500,5340.0,782,55-64
496500,6240.0,850,25-34
166500,4920.0,775,25-34
166500,5340.0,828,65-74
266500,7020.0,594,55-64
206500,2880.0,719,45-54
316500,8460.0,684,65-74
266500,3780.0,873,55-64
186500,4920.0,809,45-54
146500,5340.0,531,65-74
206500,6840.0,602,55-64
126500,3360.0,846,55-64
186500,4320.0,868,55-64
156500,3480.0,577,25-34
116500,2940.0,671,25-34
476500,7740.0,605,35-44
286500,3960.0,612,25-34
266500,5160.0,541,>74
246500,6360.0,608,45-54
356500,13920.0,661,35-44
516500,,809,45-54
286500,6780.0,779,45-54
646500,7380.0,723,35-44
306500,,814,55-64
636500,6780.0,611,65-74
206500,3420.0,846,55-64
246500,2700.0,613,55-64
486500,4200.0,752,35-44
376500,,837,55-64
386500,8340.0,651,45-54
196500,6900.0,713,45-54
996500,14220.0,555,55-64
106500,2040.0,734,65-74
376500,6900.0,870,55-64
476500,7320.0,506,35-44
116500,3060.0,843,<25
206500,3420.0,653,55-64
326500,4080.0,537,35-44
156500,3000.0,759,55-64
356500,12900.0,711,55-64
236500,5160.0,752,55-64
356500,4200.0,523,25-34
206500,12540.0,749,45-54
356500,6600.0,641,25-34
226500,5700.0,646,25-34
126500,6900.0,643,55-64
316500,,673,55-64
386500,9600.0,895,55-64
246500,2940.0,754,45-54
286500,5640.0,673,25-34
416500,12300.0,535,45-54
526500,15000.0,534,35-44
66500,1200.0,780,55-64
506500,7440.0,644,35-44
296500,,536,45-54
46500,780.0,709,65-74
536500,20940.0,876,35-44
346500,3600.0,829,35-44
576500,9000.0,630,45-54
126500,3060.0,753,45-54
116500,5640.0,832,35-44
346500,7620.0,601,35-44
156500,3300.0,541,45-54
1046500,21840.0,667,35-44
196500,2880.0,686,35-44
746500,,567,35-44
426500,10080.0,888,35-44
146500,5340.0,652,35-44
606500,17100.0,764,65-74
76500,1500.0,846,65-74
156500,3180.0,846,25-34
396500,6660.0,784,55-64
436500,7500.0,786,25-34
186500,2520.0,792,25-34
246500,3120.0,551,65-74
416500,,557,25-34
346500,4680.0,661,35-44
726500,12120.0,855,45-54
576500,9780.0,716,25-34
76500,4440.0,604,55-64
716500,6780.0,628,65-74
346500,8580.0,804,65-74
216500,3660.0,771,35-44
116500,1380.0,700,55-64
126500,3840.0,717,55-64
226500,,692,65-74
366500,5940.0,555,45-54
476500,7620.0,758,35-44
666500,9000.0,601,25-34
116500,3120.0,576,55-64
306500,6600.0,563,55-64
226500,8520.0,880,45-54
306500,5220.0,757,25-34
346500,4500.0,714,35-44
486500,6900.0,723,25-34
286500,11520.0,700,55-64
606500,14040.0,774,45-54
116500,0.0,813,45-54
196500,,892,55-64
186500,4560.0,845,55-64
226500,2520.0,662,25-34
256500,4680.0,886,35-44
486500,5640.0,837,55-64
216500,2160.0,516,>74
606500,16080.0,513,35-44
646500,12720.0,602,55-64
306500,4320.0,541,35-44
106500,3600.0,836,55-64
346500,26940.0,821,45-54
176500,4560.0,560,45-54
176500,4440.0,679,35-44
456500,12360.0,572,35-44
246500,2940.0,894,45-54
286500,2760.0,702,65-74
286500,3780.0,888,55-64
86500,1320.0,709,65-74
216500,,651,25-34
536500,7620.0,628,55-64
226500,6000.0,789,45-54
276500,7200.0,700,45-54
586500,5580.0,603,65-74
126500,3000.0,635,25-34
136500,3300.0,523,45-54
296500,5400.0,673,65-74
306500,7200.0,835,25-34
386500,5520.0,544,45-54
216500,2340.0,507,55-64
236500,3120.0,815,45-54
336500,6540.0,845,45-54
326500,5400.0,735,55-64
726500,10440.0,900,45-54
446500,6120.0,678,65-74
286500,7680.0,792,45-54
186500,4980.0,726,55-64
196500,5940.0,788,35-44
186500,2460.0,618,55-64
376500,10680.0,655,45-54
316500,5280.0,604,65-74
346500,4260.0,767,55-64
326500,9480.0,646,55-64
406500,6900.0,742,25-34
726500,10440.0,714,65-74
276500,6420.0,594,25-34
466500,4080.0,853,65-74
626500,8940.0,822,35-44
606500,5400.0,831,65-74
346500,8460.0,751,45-54
716500,13980.0,596,25-34
346500,9660.0,574,55-64
606500,6120.0,508,45-54
626500,12360.0,851,35-44
206500,4680.0,883,25-34
276500,4140.0,664,45-54
126500,1380.0,562,65-74
76500,2760.0,529,55-64
466500,6540.0,538,35-44
416500,,824,55-64
236500,6660.0,676,45-54
196500,,570,35-44
256500,4500.0,846,45-54
216500,2400.0,529,65-74
606500,20700.0,501,35-44
516500,7440.0,582,35-44
236500,2880.0,704,55-64
106500,8520.0,678,55-64
666500,12480.0,827,25-34
306500,4080.0,812,65-74
356500,9240.0,510,25-34
206500,42000.0,590,55-64
266500,3120.0,845,55-64
196500,3120.0,597,35-44
266500,7860.0,795,45-54
106500,1980.0,577,>74
286500,7620.0,744,55-64
246500,9480.0,588,>74
566500,8160.0,682,35-44
276500,0.0,608,55-64
406500,10140.0,507,35-44
106500,4200.0,821,55-64
256500,7740.0,875,35-44
496500,11100.0,857,45-54
86500,2460.0,574,>74
276500,3120.0,627,55-64
86500,2940.0,857,45-54
56500,2520.0,782,55-64
276500,4020.0,560,>74
136500,3420.0,861,35-44
376500,6780.0,755,25-34
146500,3000.0,850,45-54
356500,6300.0,606,25-34
186500,6480.0,804,65-74
396500,,814,45-54
176500,4920.0,836,35-44
386500,5280.0,679,65-74
316500,7380.0,655,55-64
426500,9360.0,854,25-34
236500,4920.0,814,35-44
176500,2280.0,581,35-44
436500,13980.0,823,>74
106500,1980.0,710,65-74
606500,8580.0,885,35-44
286500,6240.0,761,55-64
646500,9120.0,520,35-44
546500,8220.0,596,45-54
316500,,694,55-64
536500,6960.0,675,35-44
376500,4980.0,578,65-74
206500,5040.0,885,45-54
286500,5460.0,795,35-44
226500,2220.0,668,35-44
156500,7740.0,876,25-34
106500,4560.0,607,65-74
526500,5520.0,824,35-44
716500,8160.0,663,45-54
306500,3360.0,846,55-64
236500,,845,25-34
356500,6120.0,663,25-34
206500,,855,45-54
276500,5460.0,601,25-34
396500,4980.0,833,25-34
536500,7620.0,600,35-44
116500,1140.0,568,65-74
626500,15720.0,610,35-44
216500,2580.0,632,55-64
106500,1740.0,550,55-64
456500,16500.0,865,35-44
386500,15900.0,883,55-64
216500,13020.0,581,<25
226500,2520.0,739,55-64
286500,6600.0,816,35-44
406500,6360.0,579,35-44
86500,2100.0,771,>74
156500,3660.0,823,65-74
456500,5760.0,688,25-34
106500,8400.0,721,45-54
656500,8340.0,584,35-44
506500,7140.0,691,45-54
216500,6360.0,852,65-74
166500,3480.0,613,35-44
76500,1800.0,717,65-74
226500,6720.0,886,55-64
236500,9720.0,784,45-54
236500,11100.0,629,35-44
446500,4500.0,801,55-64
56500,1380.0,803,65-74
386500,0.0,831,25-34
296500,9120.0,519,55-64
156500,,610,55-64
206500,8520.0,852,25-34
196500,4860.0,541,45-54
366500,8040.0,691,35-44
166500,3420.0,734,55-64
46500,1200.0,817,>74
416500,6960.0,683,>74
216500,3240.0,507,35-44
316500,9120.0,639,45-54
156500,3240.0,512,35-44
246500,7080.0,700,65-74
366500,5580.0,547,35-44
376500,9900.0,512,35-44
426500,6300.0,783,45-54
156500,2940.0,502,55-64
436500,8760.0,589,35-44
226500,10200.0,673,45-54
556500,9120.0,617,45-54
236500,4140.0,843,55-64
526500,9360.0,744,25-34
256500,,500,55-64
126500,1260.0,772,65-74
416500,5820.0,656,25-34
436500,10200.0,664,45-54
186500,2040.0,726,35-44
546500,10020.0,513,55-64
216500,2280.0,758,65-74
266500,2220.0,534,35-44
206500,0.0,840,65-74
266500,3360.0,858,55-64
216500,3540.0,754,55-64
726500,11880.0,781,35-44
426500,8760.0,711,35-44
406500,7440.0,748,35-44
316500,5220.0,516,45-54
426500,10620.0,573,55-64
146500,1740.0,561,55-64
316500,8340.0,570,35-44
426500,4440.0,799,65-74
206500,4080.0,893,55-64
256500,2820.0,835,65-74
326500,4380.0,623,45-54
386500,8760.0,807,45-54
256500,7740.0,694,35-44
276500,5040.0,512,45-54
126500,2040.0,591,45-54
136500,4620.0,752,65-74
256500,,537,45-54
546500,,654,35-44
136500,5100.0,806,65-74
96500,4800.0,745,35-44
116500,1920.0,574,>74
246500,3060.0,806,35-44
606500,7740.0,514,45-54
216500,2640.0,559,55-64
106500,3000.0,554,45-54
546500,5940.0,710,55-64
246500,5160.0,539,65-74
126500,3720.0,696,25-34
256500,15300.0,672,35-44
516500,9420.0,760,55-64
76500,3480.0,561,65-74
296500,5520.0,755,45-54
556500,5940.0,804,55-64
126500,2340.0,698,55-64
546500,8940.0,891,>74
476500,9060.0,861,55-64
726500,13680.0,898,35-44
166500,4620.0,805,45-54
186500,6180.0,736,55-64
596500,,666,>74
246500,3540.0,893,65-74
346500,4980.0,652,25-34
276500,11100.0,859,>74
76500,2220.0,755,35-44
166500,2820.0,833,65-74
296500,4860.0,675,35-44
526500,8880.0,893,45-54
366500,8040.0,751,45-54
276500,3660.0,818,25-34
136500,5040.0,632,55-64
496500,6540.0,848,35-44
336500,4620.0,562,35-44
476500,6000.0,847,35-44
406500,4380.0,878,65-74
366500,8520.0,767,45-54
656500,11400.0,815,35-44
76500,4200.0,808,35-44
466500,6240.0,863,35-44
336500,4440.0,752,35-44
376500,15240.0,685,55-64
536500,8160.0,640,35-44
126500,7140.0,658,55-64
546500,6780.0,753,35-44
486500,15180.0,717,45-54
156500,3540.0,720,45-54
376500,5220.0,650,35-44
226500,5520.0,654,>74
586500,8580.0,698,45-54
246500,11700.0,564,35-44
436500,4740.0,724,55-64
596500,11100.0,839,25-34
626500,8220.0,559,35-44
256500,3960.0,746,55-64
366500,5460.0,777,65-74
606500,14280.0,716,35-44
446500,18000.0,528,35-44
136500,2700.0,532,25-34
196500,2640.0,772,65-74
386500,3720.0,593,25-34
356500,9000.0,791,45-54
506500,,886,45-54
366500,8280.0,523,25-34
526500,13200.0,819,35-44
486500,14220.0,616,65-74
206500,,553,55-64
346500,,746,35-44
246500,5160.0,615,35-44
296500,13800.0,747,>74
266500,2520.0,616,55-64
376500,8340.0,721,35-44
446500,5040.0,665,35-44
196500,3360.0,773,>74
516500,,629,35-44
416500,11280.0,867,55-64
516500,10740.0,755,25-34
556500,8820.0,823,65-74
216500,5100.0,823,>74
376500,4680.0,785,>74
246500,10920.0,765,55-64
376500,2820.0,511,25-34
286500,5460.0,536,55-64
206500,8340.0,664,55-64
646500,10920.0,730,35-44
226500,5700.0,581,65-74
576500,17040.0,868,45-54
486500,9120.0,508,55-64
186500,5880.0,740,35-44
626500,7980.0,807,35-44
326500,7020.0,720,55-64
416500,5940.0,708,45-54
686500,7440.0,665,25-34
316500,,810,55-64
686500,21060.0,797,55-64
106500,3060.0,678,45-54
426500,5280.0,746,65-74
766500,8040.0,772,45-54
486500,7080.0,714,35-44
256500,2340.0,512,65-74
306500,4080.0,782,65-74
206500,5880.0,528,55-64
166500,2640.0,763,35-44
306500,3660.0,840,55-64
266500,6540.0,574,35-44
236500,10560.0,761,55-64
226500,4260.0,737,>74
276500,7740.0,503,35-44
486500,7380.0,506,45-54
216500,3120.0,758,>74
56500,2220.0,799,65-74
446500,6300.0,591,45-54
236500,3120.0,673,35-44
76500,2580.0,784,>74
296500,3120.0,644,55-64
626500,12300.0,715,35-44
186500,3720.0,848,65-74
276500,6480.0,534,45-54
476500,4740.0,719,55-64
296500,7320.0,746,45-54
86500,2160.0,727,65-74
256500,3540.0,884,55-64
246500,5700.0,611,35-44
226500,4800.0,511,35-44
346500,5640.0,826,35-44
56500,1080.0,820,45-54
196500,7680.0,779,35-44
486500,10440.0,775,35-44
516500,10440.0,611,45-54
676500,16380.0,642,35-44
276500,2940.0,540,65-74
126500,1740.0,579,>74
356500,7200.0,791,55-64
356500,3840.0,537,>74
416500,5640.0,840,65-74
666500,7740.0,866,35-44
596500,5820.0,649,25-34
106500,3360.0,751,55-64
806500,13680.0,672,45-54
176500,4500.0,605,45-54
186500,4740.0,794,25-34
446500,11100.0,855,55-64
726500,13020.0,770,35-44
126500,1860.0,776,55-64
386500,7860.0,700,55-64
206500,2580.0,856,55-64
366500,20400.0,521,45-54
196500,,867,65-74
576500,12060.0,824,45-54
636500,10500.0,653,35-44
736500,8100.0,745,55-64
426500,8940.0,584,45-54
126500,1320.0,626,65-74
556500,11880.0,533,35-44
526500,12240.0,507,55-64
346500,12300.0,865,55-64
116500,2940.0,541,55-64
566500,7620.0,514,35-44
196500,3840.0,543,55-64
186500,2100.0,884,45-54
426500,10980.0,711,45-54
296500,9960.0,898,45-54
126500,1860.0,746,65-74
186500,4200.0,508,35-44
106500,1740.0,787,45-54
416500,6780.0,877,55-64
136500,3540.0,818,55-64
136500,,767,>74
56500,1920.0,570,35-44
406500,,878,55-64
256500,2760.0,783,35-44
286500,4620.0,840,35-44
106500,5160.0,717,55-64
256500,6120.0,687,55-64
456500,6000.0,658,45-54
146500,2160.0,613,45-54
326500,6540.0,759,55-64
306500,,722,45-54
106500,6360.0,870,35-44
476500,11340.0,656,45-54
216500,4380.0,628,45-54
366500,3840.0,642,45-54
286500,6780.0,790,25-34
316500,3720.0,736,35-44
236500,9720.0,694,55-64
556500,6720.0,664,45-54
146500,2940.0,705,55-64
196500,3180.0,677,55-64
576500,8340.0,654,35-44
206500,4380.0,606,35-44
516500,5760.0,529,45-54
116500,,715,65-74
396500,6720.0,752,45-54
266500,6300.0,564,35-44
226500,3960.0,885,25-34
166500,2820.0,698,55-64
106500,4680.0,554,65-74
156500,3480.0,667,35-44
156500,9600.0,560,55-64
316500,6240.0,753,45-54
496500,8700.0,676,35-44
196500,2820.0,734,>74
396500,6240.0,737,45-54
156500,4140.0,566,65-74
326500,8760.0,861,25-34
226500,3240.0,803,65-74
386500,11040.0,661,25-34
456500,6660.0,547,55-64
416500,6060.0,768,55-64
396500,13380.0,867,25-34
266500,5580.0,736,35-44
226500,3540.0,856,55-64
376500,7500.0,686,55-64
166500,0.0,565,35-44
586500,,795,25-34
296500,6960.0,681,45-54
296500,12000.0,829,55-64
66500,,535,65-74
336500,6300.0,714,45-54
236500,2940.0,536,35-44
156500,2940.0,607,55-64
376500,8460.0,858,45-54
106500,1500.0,572,45-54
506500,,637,45-54
146500,2880.0,856,55-64
966500,27480.0,503,55-64
186500,2640.0,894,25-34
366500,16260.0,563,55-64
76500,1380.0,710,55-64
36500,1200.0,720,55-64
316500,3540.0,779,25-34
336500,5700.0,839,55-64
426500,4920.0,587,45-54
256500,4380.0,589,65-74
256500,6960.0,826,45-54
186500,3360.0,684,65-74
246500,7800.0,736,45-54
346500,8700.0,782,45-54
96500,1680.0,813,65-74
256500,5820.0,512,45-54
276500,360.0,869,25-34
276500,1980.0,662,35-44
676500,13560.0,663,35-44
106500,5700.0,876,55-64
396500,7860.0,534,35-44
46500,1500.0,609,55-64
286500,3060.0,889,45-54
346500,6300.0,572,55-64
266500,5880.0,767,55-64
266500,2640.0,627,45-54
416500,11040.0,624,25-34
376500,4560.0,736,35-44
576500,5820.0,628,45-54
486500,10740.0,620,45-54
396500,6180.0,872,35-44
256500,7980.0,538,65-74
156500,2520.0,526,55-64
216500,8640.0,630,35-44
566500,19200.0,806,25-34
276500,9000.0,589,45-54
436500,6540.0,781,35-44
66500,660.0,697,45-54
326500,5940.0,690,55-64
206500,4860.0,712,65-74
476500,10020.0,701,45-54
486500,7080.0,832,35-44
356500,6900.0,657,55-64
446500,5400.0,678,35-44
286500,5460.0,722,65-74
696500,10080.0,886,25-34
306500,16500.0,814,55-64
396500,33600.0,698,35-44
406500,9000.0,776,45-54
256500,,576,25-34
226500,2700.0,671,55-64
166500,8640.0,578,35-44
666500,9000.0,819,35-44
206500,2220.0,739,65-74
236500,3540.0,843,65-74
226500,5580.0,603,35-44
586500,8280.0,742,25-34
156500,3600.0,798,65-74
136500,3120.0,706,55-64
426500,8460.0,599,65-74
166500,2640.0,557,45-54
236500,5280.0,661,35-44
306500,8940.0,677,25-34
256500,5640.0,576,>74
106500,1560.0,579,55-64
116500,3120.0,681,>74
586500,15180.0,778,35-44
176500,7200.0,657,65-74
456500,6780.0,739,45-54
376500,11940.0,589,>74
676500,9240.0,664,55-64
256500,4800.0,833,55-64
536500,8160.0,768,35-44
256500,6840.0,567,65-74
236500,10740.0,533,45-54
286500,5280.0,598,35-44
256500,3480.0,618,35-44
246500,10680.0,607,25-34
186500,2880.0,741,35-44
416500,10680.0,788,25-34
316500,4380.0,845,65-74
166500,9600.0,693,65-74
256500,6360.0,758,>74
286500,5520.0,792,35-44
426500,8400.0,547,45-54
466500,,575,35-44
616500,7560.0,693,45-54
156500,2040.0,897,35-44
86500,3780.0,571,45-54
726500,10800.0,888,35-44
86500,2760.0,900,65-74
686500,13140.0,566,45-54
116500,1860.0,842,65-74
626500,9780.0,713,35-44
126500,3000.0,502,65-74
316500,3540.0,679,35-44
356500,8820.0,895,35-44
676500,13020.0,684,55-64
766500,,750,35-44
396500,13680.0,864,45-54
356500,6360.0,696,45-54
286500,6480.0,728,45-54
376500,4320.0,718,25-34
416500,6660.0,540,35-44
326500,3360.0,588,55-64
176500,4200.0,679,35-44
196500,3420.0,815,55-64
246500,5160.0,815,25-34
226500,5220.0,736,25-34
596500,18660.0,543,35-44
456500,12900.0,559,65-74
396500,7800.0,592,55-64
316500,4140.0,787,35-44
346500,11280.0,870,45-54
206500,4200.0,647,25-34
226500,7080.0,821,45-54
396500,3960.0,523,25-34
86500,2040.0,684,<25
306500,4440.0,523,35-44
206500,4080.0,640,45-54
426500,6060.0,613,35-44
356500,3420.0,597,55-64
306500,3960.0,629,55-64
476500,7620.0,652,65-74
96500,1920.0,801,>74
126500,6000.0,859,65-74
306500,0.0,611,35-44
456500,6720.0,622,55-64
146500,10260.0,713,65-74
296500,,880,55-64
146500,3360.0,565,65-74
516500,13320.0,676,45-54
176500,5400.0,737,55-64
306500,4620.0,744,55-64
616500,7380.0,781,65-74
376500,7920.0,535,45-54
226500,13920.0,564,45-54
186500,2760.0,894,65-74
296500,4620.0,790,35-44
106500,2100.0,672,65-74
256500,12000.0,855,55-64
196500,,894,>74
276500,,873,35-44
216500,3900.0,669,55-64
276500,6420.0,647,45-54
346500,,861,65-74
286500,6900.0,566,35-44
166500,6180.0,640,55-64
476500,8940.0,890,25-34
276500,,798,55-64
476500,4440.0,510,35-44
356500,5880.0,644,65-74
296500,5100.0,742,25-34
556500,10200.0,666,35-44
296500,7020.0,698,55-64
346500,0.0,551,25-34
546500,6120.0,779,35-44
386500,21720.0,821,45-54
416500,7020.0,504,25-34
476500,5520.0,875,45-54
546500,10680.0,797,25-34
166500,6060.0,792,>74
156500,6060.0,515,45-54
256500,3480.0,652,45-54
136500,1320.0,876,45-54
86500,4380.0,663,25-34
176500,2520.0,898,35-44
246500,4440.0,683,35-44
576500,6420.0,807,35-44
436500,13440.0,603,55-64
186500,3660.0,518,65-74
236500,3600.0,854,>74
376500,5580.0,619,45-54
446500,4740.0,574,35-44
286500,5580.0,736,55-64
666500,15900.0,518,35-44
566500,6960.0,586,55-64
446500,7800.0,777,65-74
56500,1860.0,583,55-64
496500,10620.0,682,65-74
76500,6780.0,763,35-44
696500,10920.0,705,55-64
166500,3360.0,694,35-44
266500,3060.0,513,55-64
196500,2880.0,636,>74
366500,3600.0,759,25-34
246500,4500.0,549,35-44
306500,3360.0,558,45-54
396500,4500.0,883,55-64
436500,8760.0,839,55-64
726500,14820.0,847,55-64
406500,16380.0,500,25-34
236500,2580.0,707,65-74
66500,5220.0,805,55-64
206500,3000.0,750,65-74
196500,0.0,754,55-64
146500,6780.0,888,35-44
616500,,568,35-44
326500,4200.0,699,35-44
376500,11100.0,811,55-64
276500,4200.0,698,35-44
136500,12240.0,577,55-64
466500,4080.0,704,55-64
306500,5580.0,543,25-34
176500,2820.0,844,55-64
316500,9660.0,718,65-74
316500,3180.0,881,65-74
636500,,779,35-44
476500,,752,35-44
106500,1440.0,555,55-64
726500,16500.0,821,45-54
686500,13920.0,688,45-54
236500,4020.0,794,55-64
596500,10980.0,749,35-44
546500,9060.0,899,55-64
366500,7320.0,536,35-44
436500,8400.0,569,25-34
676500,11220.0,604,>74
196500,4500.0,866,45-54
286500,6060.0,896,25-34
486500,6960.0,507,35-44
86500,1140.0,544,45-54
276500,9000.0,757,35-44
306500,4620.0,727,65-74
506500,8520.0,794,45-54
366500,4560.0,666,45-54
216500,5280.0,509,35-44
1426500,17460.0,662,55-64
196500,3900.0,888,>74
546500,7800.0,710,35-44
286500,3660.0,874,>74
236500,3120.0,595,45-54
86500,2520.0,799,45-54
386500,8340.0,782,35-44
356500,5040.0,895,25-34
206500,8940.0,751,55-64
646500,9900.0,670,45-54
416500,6840.0,747,35-44
126500,2940.0,633,35-44
326500,8460.0,515,55-64
186500,6000.0,812,55-64
256500,10440.0,703,55-64
526500,6960.0,513,55-64
116500,9840.0,805,45-54
316500,6600.0,645,55-64
486500,6600.0,671,35-44
386500,6900.0,546,45-54
326500,5400.0,802,45-54
326500,4200.0,756,35-44
